2373,1;1
2373,5;1
2373,6;1
2374,1;2
2872,5;1
2872,6;1
2872,9;2
2873,1;2
2873,3;3
2873,4;1
2873,6;1
2873,7;8
2873,8;2
2873,9;1
2874;1
2874,1;3
2874,2;3
2874,4;1
2874,5;2
2874,7;1
2874,8;1
2874,9;1
2875;1
2875,2;2
2875,4;1
2875,8;1
2882,6;1
3372,2;1
3372,3;2
3372,4;3
3372,5;4
3372,6;5
3372,7;9
3372,8;5
3372,9;9
3373;16
3373,1;9
3373,2;18
3373,3;14
3373,4;21
3373,5;16
3373,6;15
3373,7;23
3373,8;22
3373,9;20
3374;17
3374,1;17
3374,2;17
3374,3;16
3374,4;16
3374,5;20
3374,6;9
3374,7;20
3374,8;8
3374,9;7
3375;8
3375,1;8
3375,2;10
3375,3;9
3375,4;11
3375,5;3
3375,6;4
3375,7;5
3375,8;3
3375,9;1
3376;1
3376,3;2
3376,4;1
3376,7;1
3377;1
3382,9;1
3872;2
3872,1;1
3872,2;9
3872,3;14
3872,4;21
3872,5;20
3872,6;32
3872,7;46
3872,8;45
3872,9;64
3873;63
3873,1;76
3873,2;106
3873,3;91
3873,4;105
3873,5;107
3873,6;111
3873,7;141
3873,8;124
3873,9;93
3874;122
3874,1;89
3874,2;107
3874,3;120
3874,4;98
3874,5;99
3874,6;83
3874,7;63
3874,8;77
3874,9;46
3875;49
3875,1;37
3875,2;40
3875,3;28
3875,4;22
3875,5;24
3875,6;17
3875,7;17
3875,8;11
3875,9;6
3876;4
3876,1;5
3876,2;4
3876,3;4
3876,4;1
3876,5;1
3876,6;3
3876,7;2
3877;1
3879,3;1
3879,9;1
3881,4;1
3881,8;1
3882,7;1
3882,9;1
4372;1
4372,1;6
4372,2;2
4372,3;11
4372,4;22
4372,5;21
4372,6;32
4372,7;56
4372,8;54
4372,9;68
4373;97
4373,1;118
4373,2;115
4373,3;121
4373,4;126
4373,5;160
4373,6;135
4373,7;158
4373,8;159
4373,9;155
4374;158
4374,1;144
4374,2;138
4374,3;131
4374,4;121
4374,5;113
4374,6;100
4374,7;91
4374,8;68
4374,9;70
4375;57
4375,1;60
4375,2;41
4375,3;43
4375,4;21
4375,5;22
4375,6;27
4375,7;28
4375,8;22
4375,9;22
4376;9
4376,1;7
4376,2;10
4376,3;4
4376,5;2
4376,6;4
4376,7;4
4376,8;2
4376,9;1
4377;1
4377,1;3
4377,2;1
4377,4;1
4377,5;1
4377,8;1
4377,9;2
4378,1;1
4378,4;1
4378,5;1
4378,6;1
4378,7;1
4378,9;1
4379;1
4379,1;1
4379,2;1
4379,3;1
4379,6;1
4379,7;1
4381,3;3
4381,4;4
4381,5;2
4381,6;1
4381,7;1
4381,8;1
4381,9;2
4382;1
4382,3;1
4382,6;1
4382,9;1
4383,1;1
4872;2
4872,1;5
4872,2;14
4872,3;14
4872,4;36
4872,5;43
4872,6;47
4872,7;68
4872,8;110
