-760;0;0;120;0
2599,447458;0;1;0;0
2600,447458;0;1;0;0
2600,647458;0;1;0;0
2769,538983;0;1;0;0
2936,230508;0;1;0;0
2937,130508;0;1;0;0
2937,730508;0;1;0;0
2937,930508;0;1;0;0
2938,530508;0;1;0;0
2939,130508;0;1;0;0
3105,222034;0;1;0;0
3106,522034;0;1;0;0
3107,822034;0;1;0;0
3108,122034;0;1;0;0
3108,322034;0;1;0;0
3108,522034;0;2;0;0
3109,122034;0;1;0;0
3109,622034;0;1;0;0
3110,422034;0;1;0;0
3275,013559;0;1;0;0
3275,213559;0;1;0;0
3275,913559;0;1;0;0
3276,013559;0;1;0;0
3276,413559;0;1;0;0
3276,513559;0;4;0;0
3276,613559;0;2;0;0
3276,813559;0;1;0;0
3276,913559;0;3;0;0
3277,213559;0;2;0;0
3277,313559;0;1;0;0
3277,413559;0;1;0;0
3277,713559;0;1;0;0
3278,113559;0;1;0;0
3278,313559;0;2;0;0
3278,613559;0;1;0;0
3278,713559;0;1;0;0
3278,913559;0;1;0;0
3279,013559;0;1;0;0
3279,213559;0;1;0;0
3279,413559;0;2;0;0
3279,613559;0;1;0;0
3279,713559;0;1;0;0
3279,813559;0;2;0;0
3281,013559;0;1;0;0
3444,405085;0;1;0;0
3444,705085;0;1;0;0
3445,005085;0;2;0;0
3445,105085;0;1;0;0
3445,205085;0;1;0;0
3445,305085;0;2;0;0
3445,505085;0;1;0;0
3445,605085;0;1;0;0
3445,705085;0;1;0;0
3445,805085;0;3;0;0
3445,905085;0;2;0;0
3446,005085;0;4;0;0
3446,105085;0;3;0;0
3446,205085;0;4;0;0
3446,405085;0;5;0;0
3446,505085;0;2;0;0
3446,605085;0;6;0;0
3446,705085;0;5;0;0
3446,805085;0;3;0;0
3446,905085;0;4;0;0
3447,005085;0;3;0;0
3447,105085;0;4;0;0
3447,205085;0;4;0;0
3447,305085;0;4;0;0
3447,405085;0;5;0;0
3447,505085;0;1;0;0
3447,605085;0;8;0;0
3447,705085;0;4;0;0
3447,805085;0;4;0;0
3447,905085;0;2;0;0
3448,005085;0;4;0;0
3448,105085;0;2;0;0
3448,205085;0;4;0;0
3448,305085;0;2;0;0
3448,505085;0;1;0;0
3448,605085;0;2;0;0
3448,805085;0;1;0;0
3448,905085;0;3;0;0
3449,005085;0;1;0;0
3449,305085;0;3;0;0
3449,605085;0;1;0;0
3449,805085;0;1;0;0
3450,405085;0;1;0;0
3451,005085;0;1;0;0
3451,205085;0;1;0;0
3613,79661;0;1;0;0
3614,49661;0;1;0;0
3614,59661;0;2;0;0
3614,69661;0;4;0;0
3614,79661;0;2;0;0
3614,89661;0;1;0;0
3615,09661;0;2;0;0
3615,19661;0;6;0;0
3615,29661;0;6;0;0
3615,39661;0;3;0;0
3615,49661;0;7;0;0
3615,59661;0;10;0;0
3615,69661;0;10;0;0
3615,79661;0;4;0;0
3615,89661;0;2;0;0
3615,99661;0;12;0;0
3616,09661;0;9;0;0
3616,19661;0;12;0;0
3616,29661;0;10;0;0
3616,39661;0;7;0;0
3616,49661;0;8;0;0
3616,59661;0;11;0;0
3616,69661;0;7;0;0
3616,79661;0;8;0;0
3616,89661;0;11;0;0
3616,99661;0;5;0;0
3617,09661;0;9;0;0
3617,19661;0;8;0;0
3617,29661;0;6;0;0
3617,39661;0;5;0;0
3617,49661;0;5;0;0
3617,59661;0;4;0;0
3617,69661;0;6;0;0
3617,79661;0;6;0;0
3617,89661;0;3;0;0
3617,99661;0;3;0;0
3618,09661;0;7;0;0
3618,19661;0;4;0;0
3618,29661;0;2;0;0
3618,39661;0;4;0;0
3618,49661;0;3;0;0
3618,59661;0;5;0;0
3618,69661;0;1;0;0
3618,79661;0;3;0;0
3618,89661;0;3;0;0
3618,99661;0;2;0;0
3619,09661;0;1;0;0
3619,19661;0;2;0;0
3619,29661;0;2;0;0
3619,39661;0;1;0;0
3619,49661;0;1;0;0
3619,69661;0;2;0;0
3619,89661;0;1;0;0
3620,19661;0;1;0;0
3620,49661;0;1;0;0
3621,79661;0;1;0;0
3783,488136;0;1;0;0
3783,688136;0;1;0;0
3783,788136;0;4;0;0
3783,888136;0;1;0;0
3784,088136;0;2;0;0
3784,188136;0;4;0;0
3784,288136;0;1;0;0
3784,388136;0;8;0;0
3784,488136;0;4;0;0
3784,588136;0;9;0;0
3784,688136;0;5;0;0
3784,788136;0;7;0;0
3784,888136;0;7;0;0
3784,988136;0;8;0;0
3785,088136;0;12;0;0
3785,188136;0;20;0;0
3785,288136;0;15;0;0
3785,388136;0;17;0;0
3785,488136;0;13;0;0
3785,588136;0;15;0;0
3785,688136;0;10;0;0
3785,788136;0;23;0;0
3785,888136;0;10;0;0
3785,988136;0;14;0;0
3786,088136;0;22;0;0
3786,188136;0;21;0;0
3786,288136;0;11;0;0
3786,388136;0;16;0;0
3786,488136;0;15;0;0
3786,588136;0;9;0;0
3786,688136;0;19;0;0
3786,788136;0;12;0;0
3786,888136;0;11;0;0
3786,988136;0;10;0;0
3787,088136;0;13;0;0
3787,188136;0;23;0;0
3787,288136;0;10;0;0
3787,388136;0;8;0;0
3787,488136;0;8;0;0
3787,588136;0;8;0;0
3787,688136;0;8;0;0
3787,788136;0;6;0;0
3787,888136;0;8;0;0
3787,988136;0;9;0;0
3788,088136;0;8;0;0
3788,188136;0;8;0;0
3788,288136;0;6;0;0
3788,388136;0;3;0;0
3788,488136;0;3;0;0
3788,588136;0;2;0;0
3788,688136;0;4;0;0
3788,788136;0;2;0;0
3788,888136;0;1;0;0
3788,988136;0;4;0;0
3789,188136;0;2;0;0
3789,388136;0;2;0;0
3789,488136;0;1;0;0
3789,688136;0;2;0;0
3789,788136;0;1;0;0
3789,888136;0;1;0;0
3789,988136;0;1;0;0
3793,488136;0;1;0;0
3952,679661;0;1;0;0
3953,079661;0;1;0;0
3953,179661;0;2;0;0
3953,279661;0;3;0;0
3953,379661;0;4;0;0
3953,479661;0;4;0;0
3953,579661;0;5;0;0
3953,679661;0;7;0;0
3953,779661;0;10;0;0
3953,879661;0;13;0;0
3953,979661;0;6;0;0
3954,079661;0;7;0;0
3954,179661;0;12;0;0
3954,279661;0;19;0;0
3954,379661;0;18;0;0
3954,479661;0;12;0;0
3954,579661;0;14;0;0
3954,679661;0;17;0;0
3954,779661;0;16;0;0
3954,879661;0;15;0;0
3954,979661;0;29;0;0
3955,079661;0;19;0;0
3955,179661;0;27;0;0
3955,279661;0;33;0;0
3955,379661;0;35;0;0
3955,479661;0;32;0;0
3955,579661;0;23;0;0
3955,679661;0;32;0;0
3955,779661;0;32;0;0
3955,879661;0;22;0;0
3955,979661;0;27;0;0
3956,079661;0;25;0;0
3956,179661;0;24;0;0
3956,279661;0;30;0;0
3956,379661;0;31;0;0
3956,479661;0;22;0;0
3956,579661;0;24;0;0
3956,679661;0;19;0;0
3956,779661;0;24;0;0
3956,879661;0;14;0;0
3956,979661;0;16;0;0
3957,079661;0;11;0;0
3957,179661;0;22;0;0
3957,279661;0;10;0;0
3957,379661;0;20;0;0
3957,479661;0;8;0;0
3957,579661;0;10;0;0
3957,679661;0;10;0;0
3957,779661;0;2;0;0
3957,879661;0;6;0;0
3957,979661;0;9;0;0
3958,079661;0;7;0;0
3958,179661;0;10;0;0
3958,279661;0;7;0;0
3958,379661;0;3;0;0
3958,479661;0;5;0;0
3958,579661;0;7;0;0
3958,679661;0;2;0;0
3958,779661;0;2;0;0
3958,979661;0;1;0;0
3959,079661;0;1;0;0
3959,179661;0;1;0;0
3959,279661;0;2;0;0
3959,879661;0;1;0;0
3959,979661;0;2;0;0
4121,671186;0;1;0;0
4121,871186;0;1;0;0
4122,071186;0;1;0;0
4122,171186;0;1;0;0
4122,371186;0;1;0;0
4122,571186;0;1;0;0
4122,671186;0;4;0;0
4122,771186;0;2;0;0
4122,871186;0;4;0;0
4122,971186;0;5;0;0
4123,071186;0;5;0;0
4123,171186;0;5;0;0
4123,271186;0;6;0;0
4123,371186;0;10;0;0
4123,471186;0;15;0;0
4123,571186;0;11;0;0
4123,671186;0;21;0;0
4123,771186;0;16;0;0
4123,871186;0;24;0;0
4123,971186;0;20;0;0
4124,071186;0;16;0;0
4124,171186;0;26;0;0
4124,271186;0;16;0;0
4124,371186;0;24;0;0
4124,471186;0;33;0;0
4124,571186;0;36;0;0
4124,671186;0;41;0;0
4124,771186;0;43;0;0
4124,871186;0;42;0;0
